1.	-0.6033828253616635
1.1	-0.5996540094984075
1.2	-0.5955126636068112
1.3	-0.5909415870050406
1.4	-0.5859213467936758
1.5	-0.5804300518766836
1.6	-0.5744430888910442
1.7	-0.567932813304248
1.8	-0.5608681873555388
1.9000000000000001	-0.5532143544926249
2.	-0.5449321373345319
2.1	-0.5359774427478331
2.2	-0.5263005530219852
2.3000000000000003	-0.5158452758592272
2.4	-0.5045479171520603
2.5	-0.4923360280000989
2.6	-0.479126858924943
2.7	-0.46482542594365234
2.8000000000000003	-0.4493220481268169
2.9	-0.43248914141802114
3.	-0.4141769231243667
3.1	-0.3942074426488021
3.2	-0.37236589176099044
3.3000000000000003	-0.3483871964366849
3.4000000000000004	-0.32193379040461806
3.5	-0.29255540391846274
3.6	-0.25960802912858594
3.7	-0.22206608821495338
3.8000000000000003	-0.17798946715707503
3.9000000000000004	-0.12235910591335754
4.	0.
