1.	1.6033828253616849
1.1	1.5996540094984038
1.2	1.5955126636068069
1.3	1.5909415870050476
1.4	1.5859213467936564
1.5	1.5804300518766683
1.6	1.5744430888910514
1.7	1.5679328133042447
1.8	1.5608681873555554
1.9000000000000001	1.5532143544926018
2.	1.5449321373345422
2.1	1.535977442747833
2.2	1.5263005530219946
2.3000000000000003	1.515845275859227
2.4	1.5045479171520668
2.5	1.4923360280000904
2.6	1.4791268589249535
2.7	1.4648254259436304
2.8000000000000003	1.449322048126835
2.9	1.4324891414180172
3.	1.41417692312439
3.1	1.394207442648803
3.2	1.372365891760994
3.3000000000000003	1.3483871964366778
3.4000000000000004	1.3219337904046047
3.5	1.2925554039184577
3.6	1.2596080291285847
3.7	1.2220660882149557
3.8000000000000003	1.1779894671570816
3.9000000000000004	1.1223591059133633
4.	1.
