Energy (E),Reflectivity (R),Transmissivity (T)
3.1185308848080133,0.1852410848311853,0.8147589151688147
3.1368948247078468,0.18413888182551333,0.8158611181744867
3.1552587646076784,0.18304387138837666,0.8169561286116234
3.173622704507512,0.18195599860335793,0.8180440013966421
3.1919866444073453,0.1808752084441931,0.8191247915558069
3.2103505843071787,0.1798014455414735,0.8201985544585265
3.228714524207012,0.17873465256682913,0.8212653474331708
3.2470784641068438,0.17767475986038067,0.8223252401396193
3.265442404006677,0.17662163423898547,0.8233783657610145
3.2838063439065106,0.17557504536976307,0.8244249546302369
3.302170283806344,0.1745354153874863,0.8254645846125137
3.3205342237061775,0.17350320263865965,0.8264967973613404
3.338898163606009,0.17247753263020763,0.8275224673697924
3.3572621035058425,0.17145829671404897,0.828541703285951
3.375626043405676,0.17044557220249515,0.8295544277975049
3.3939899833055094,0.16943934865023438,0.8305606513497656
3.412353923205343,0.16843958784699015,0.8315604121530098
3.4307178631051745,0.16744624556501905,0.8325537544349809
3.449081803005008,0.16645927598237906,0.8335407240176209
3.4674457429048413,0.16547863268726282,0.8345213673127372
3.4858096828046747,0.1645042689705345,0.8354957310294655
3.5041736227045064,0.1635361378627913,0.8364638621372087
3.52253756260434,0.1625741918446573,0.8374258081553427
3.5409015025041732,0.16161838119528124,0.8383816188047187
3.5592654424040067,0.16066864508262202,0.839331354917378
3.57762938230384,0.15972487413528796,0.8402751258647121
3.5959933222036717,0.1587868963679121,0.8412131036320879
3.614357262103505,0.15785499716587278,0.8421450028341272
3.6327212020033386,0.15692959735058423,0.8430704026494158
3.651085141903172,0.1560100520139673,0.8439899479860327
3.6694490818030054,0.15509618063823358,0.8449038193617664
3.687813021702837,0.15418804188214413,0.8458119581178558
3.7061769616026705,0.15328563408122856,0.8467143659187715
3.724540901502504,0.1523889274814064,0.8476110725185936
3.7429048414023374,0.15149788524756386,0.8485021147524361
3.761268781302171,0.15061246854093804,0.849387531459062
3.7796327212020024,0.14973263775125303,0.850267362248747
3.797996661101836,0.14885835285236534,0.8511416471476346
3.8163606010016693,0.14798957344683758,0.8520104265531624
3.8347245409015027,0.14712625845251487,0.8528737415474852
3.8530884808013344,0.1462683645114918,0.8537316354885082
3.871452420701168,0.14541583850246834,0.8545841614975317
3.889816360601001,0.14456859027168711,0.8554314097283129
3.9081803005008346,0.14372648920565392,0.8562735107943461
3.926544240400668,0.14288972919130694,0.8571102708086931
3.9449081803004997,0.14205867625217752,0.8579413237478225
3.963272120200333,0.1412328714507612,0.8587671285492389
3.9816360601001666,0.14041209603307106,0.859587903966929
4.0,0.13959638601150393,0.8604036139884961
